distance_to_nearest_major_city,distance_to_coast,Facility ID,BIOCO2,CH4,CO2,HFC,HFE,N2O,NF3,OTHER,OTHER_FULL,PFC,SF6,VERY_SHORT,CountyFips,StateFips,Average,Counts,Percent
2345980.9912878177,6096.37603262727,1006760.0,0.0,72400.96428571429,111727.44285714286,0.0,0.0,70.07257142857144,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,2.0,,0.0,0.0
161930.7219859439,427716.66241098597,1004894.4545454546,1885.790909090909,19455.43181818182,452926.64545454545,0.0,0.0,1598.4990909090902,0.0,0.0,0.0,0.0,0.0,0.0,36203.4,36.2,10.57894863452054,416252.8,0.0
519095.2727393935,710527.3245368989,1004267.5,0.0,29437.5125,180429.24099999998,0.0,0.0,91.48599999999999,0.0,0.0,0.0,0.0,0.0,0.0,48003.0,48.0,7.77516573972602,0.0,0.0
175242.77791907123,163567.57060161288,1004228.6666666666,54111.26666666666,38484.916666666664,24240.7,0.0,0.0,776.3893333333334,0.0,0.0,0.0,0.0,0.0,0.0,48005.0,48.0,9.56947152054794,174642.0,0.0
9237.359705058198,3652.066890350423,1003681.8333333334,0.0,20010.166666666668,1282076.2,0.0,0.0,6470.921000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
32989.91747739128,1128966.755067468,1011466.0,0.0,36216.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27003.0,27.0,18.65237702277607,666282.0,0.0
75341.89935617532,178616.90819425142,1001347.5,0.0,49662.25,62890.1,0.0,0.0,35.76,0.0,0.0,0.0,0.0,0.0,0.0,37007.0,37.0,10.0407282082192,0.0,0.0
317303.06409083225,559318.3231557888,1001630.0,0.0,26114.5,5232816.399999999,0.0,0.0,26705.866,0.0,0.0,0.0,0.0,0.0,0.0,4001.0,4.0,7.59966427397261,651143.0,1.91780821917808
124300.18151094584,140093.78944324248,1007042.0,0.0,22646.75,90737.36,0.0,0.0,50.66,0.0,0.0,0.0,0.0,0.0,0.0,51011.0,51.0,9.0255898109589,15005.0,0.0
22062.723383110493,1196540.120695403,1008020.6666666666,5046.48123,40961.02838333333,31672.906666666666,0.0,0.0,55.147284000000006,0.0,0.0,0.0,0.0,0.0,0.0,8005.0,8.0,13.44744933896922,9373248.0,0.0
66383.73432179785,2528.7814851561116,1005348.5,0.0,469796.75,60421.25,0.0,0.0,145.871,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
157573.17572285468,476027.5216656108,1002894.0,109013.0,750.75,27190.0,0.0,0.0,1168.16,0.0,0.0,0.0,0.0,0.0,0.0,5001.0,5.0,21.7067076725375,0.0,0.0
53065.351348431104,288240.1024459151,1006546.5,0.0,28659.75,2004744.45,0.0,0.0,9849.794,0.0,0.0,0.0,0.0,0.0,0.0,45008.0,45.0,9.33654581643836,1935.0,0.0
545695.882703881,167939.65990547076,1002283.0,5934.3,1574.25,37154.5,0.0,0.0,109.664,0.0,0.0,0.0,0.0,0.0,0.0,23003.0,23.0,15.70947577200441,238253.0,0.914998243765367
426087.5325379023,54164.57117242418,1003592.6666666666,0.0,1695.7777777777778,520626.62222222215,0.0,0.0,130405.85955555554,0.0,0.0,0.0,0.0,0.0,0.0,22005.0,22.0,11.672171797260297,1540602.0,0.0
257713.1604593738,881986.509022454,1000978.0,265398.9,2362.0,101377.1,0.0,0.0,4044.158,0.0,0.0,0.0,0.0,0.0,0.0,47004.0,47.0,12.09005177945206,53297.0,0.0
286219.4821716512,347596.150911483,1005759.0,956083.0,76685.0,156481.8,0.0,0.0,14265.558,0.0,0.0,0.0,0.0,0.0,0.0,5003.0,5.0,21.577434829115298,0.0,0.0
85299.71495936127,456281.7818301497,1004712.0,0.0,12027.01875,407403.898,0.0,0.0,1476.8135000000002,0.0,0.0,0.0,0.0,0.0,0.0,39007.0,39.0,10.6368957479452,808520.0,0.0
413907.9300452318,45951.74603775937,1005080.0,0.0,457.25,163857.5,0.0,0.0,90.89,0.0,0.0,0.0,0.0,0.0,0.0,22007.0,22.0,10.4656583452055,92776.0,0.0
84141.95885953945,131534.887968796,1001040.0,0.0,9351.25,3354207.6,0.0,0.0,16215.074,0.0,0.0,0.0,0.0,0.0,0.0,48013.0,48.0,9.118728712328767,181892.0,0.0
68985.69382186323,1075893.5963609093,1004676.0,0.0,4592.25,82421.84999999999,0.0,0.0,45.743,0.0,0.0,0.0,0.0,0.0,0.0,24505.0,24.5,9.548254993150683,25183.5,0.0
99934.39811652755,426185.9923910641,1006914.0,0.0,28817.083333333332,43061.700000000004,0.0,0.0,130.62333333333333,0.0,0.0,0.0,0.0,0.0,0.0,39009.0,39.0,19.77441040600132,0.0,0.0
81483.26831560595,8617.64793537506,1005839.0,0.0,39041.7,16478.8,0.0,0.0,4.767999999999999,0.0,0.0,0.0,0.0,0.0,0.0,34001.0,34.0,18.96525935685718,1648770.0,0.0
230101.09497984347,299228.9449369961,1006695.0,0.0,3272.375,259969.55000000002,0.0,0.0,143.93400000000003,0.0,0.0,0.0,0.0,0.0,0.0,28007.0,28.0,9.67062132876712,0.0,0.0
139077.69831433002,1000089.768380713,1002460.75,0.0,54.75,71098.425,0.0,0.0,40.230000000000004,0.0,0.0,0.0,0.0,0.0,0.0,29007.0,29.0,10.1376705205479,0.0,0.0
269404.2839705964,1292057.2833722206,1000414.0,0.0,2.75,6137.8,0.0,0.0,3.278,0.0,0.0,0.0,0.0,0.0,0.0,19009.0,19.0,8.93341945205479,0.0,0.0
133084.50490010186,643420.0141919574,1005311.0,0.0,20.0,26626.699999999997,0.0,0.0,40.528,0.0,0.0,0.0,0.0,0.0,0.0,39011.0,39.0,11.7265272465753,45807.0,0.0
247491.52005780934,217205.77909974265,1002570.0,420806.65,25672.4375,1090730.25,0.0,0.0,6563.152,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,1.0,11.1060393643836,0.0,0.0
425995.4840591124,486211.37227364926,1002527.0,0.0,547.5,460043.0,0.0,0.0,941.68,0.0,0.0,0.0,0.0,0.0,0.0,22003.666666666668,22.0,8.861120451141554,18052.0,0.182648401826484
317371.30126681004,109375.61805053995,1008050.5,0.0,70117.375,13150.7,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,7006.0,7.0,15.868933301012234,440938.0,0.0
215037.1673435558,700202.2794476768,1005472.5,540591.55,34544.625,80450.45000000001,0.0,0.0,8007.26,0.0,0.0,0.0,0.0,0.0,0.0,21007.0,21.0,10.1769525369863,8290.0,0.0
3427.56686160071,2685.211973956028,1003684.5789473684,22094.63157894737,28578.67105263158,215778.05789473685,0.0,0.0,838.5720000000001,0.0,0.0,0.0,0.0,94.2,0.0,24005.0,24.0,21.915850766941706,25192986.0,0.27397260273972607
64353.00520066993,257278.43559533756,1010308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48019.0,48.0,8.41189856712328,20561.0,0.0
112205.99057434668,312128.66077978094,1007798.0,0.0,166525.075,193.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13011.0,13.0,10.8971027561644,0.0,0.0
228416.8827904663,930906.0431816768,1006050.4,0.0,9753.2,30203.696000000004,126.096,0.0,10.0724,845.896,0.0,941.9652,1536.9302,411.312,0.0,16005.0,16.0,12.73772993359426,83530.0,0.273972602739726
412688.949585389,724956.71969035,1008648.0,117512.0,1138.25,28167.449999999997,0.0,0.0,1780.1029999999998,0.0,0.0,0.0,0.0,0.0,0.0,26013.0,26.0,6.98386311780822,0.0,0.0
406495.083211473,901713.2291870796,1002706.0,0.0,13.0,27771.0,0.0,0.0,15.496,0.0,0.0,0.0,0.0,0.0,0.0,20007.0,20.0,8.22333176986302,14802.0,0.0
180436.011884608,212604.49594587035,1005903.0,0.0,202269.75,28062.15,0.0,0.0,15.794,0.0,0.0,0.0,0.0,0.0,0.0,27503.0,27.5,10.204554976712345,0.0,0.0
56001.87555347217,5664.844752752587,1007514.0,0.0,116.5,116231.8,0.0,0.0,277.736,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
469821.3757959166,1119128.5087980847,1001558.0,0.0,511.0,84222.8,0.0,0.0,47.382,0.0,0.0,0.0,0.0,0.0,0.0,38003.0,38.0,7.46183134520549,0.0,0.0
72452.77720339358,2720.1625362458285,1002808.0,0.0,11591.0,26379.45,0.0,0.0,59.153,0.0,0.0,0.0,0.0,0.0,0.0,25001.0,25.0,8.19260493150685,0.0,0.0
227115.48306625025,98433.21918761838,1005814.0,0.0,3.0,126919.4,0.0,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,45011.0,45.0,10.9172565863014,0.0,0.0
116871.77579899837,680157.8915757302,1005973.0,0.0,39352.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21009.0,21.0,10.5105971506849,0.0,0.0
63754.89142532165,313530.44868706114,1002477.0,0.0,68767.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13013.0,13.0,11.5299556328767,418896.0,0.0
174380.82281991877,802402.1941595268,1005428.0,186.55,4639.8125,37715.5565,0.0,0.0,21.903,0.0,0.0,0.0,0.0,0.0,0.0,27512.0,27.5,10.2736496041096,230167.5,0.0
0.0,739008.8599632276,1002492.0,0.0,27652.583333333332,7949.266666666666,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,18005.0,18.0,11.5454384876712,0.0,0.0
336934.20460249763,988849.4970649785,1004692.4,0.0,45048.65,15315.8,0.0,0.0,10.43,0.0,0.0,0.0,0.0,0.0,0.0,24510.0,24.5,9.201976231506844,46307.0,0.0
60529.17079022782,410041.10647652415,1004032.75,1189.6,14866.1875,3762939.4000000004,0.0,0.0,19125.7145,0.0,0.0,0.0,0.0,0.0,0.0,13015.0,13.0,11.9655402246575,601343.0,0.273972602739726
42237.258998583384,175930.27261063032,1003798.75,0.0,313.1875,691376.125,0.0,0.0,373.31950000000006,0.0,0.0,0.0,0.0,0.0,0.0,48021.0,48.0,9.56207915342466,150208.0,0.0
122346.38816358104,550889.4282525509,1002586.0,0.0,3421.5,56240.4,0.0,0.0,31.886,0.0,0.0,0.0,0.0,0.0,0.0,36014.0,36.0,9.271964861643834,5863.0,0.0
256193.08926850883,693408.1854878685,1006470.0,0.0,72266.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5005.0,5.0,10.2874849424657,0.0,0.0
285587.7801141803,319809.647217264,1004376.2857142857,203754.17142857143,11835.142857142857,1065564.5428571429,0.0,0.0,7288.782,0.0,0.0,0.0,0.0,0.0,0.0,19011.0,19.0,13.172357348745832,160845.0,0.0
239886.65352896077,903436.916301418,1004789.0,0.0,55.5,12681.3,0.0,0.0,7.152,0.0,0.0,0.0,0.0,0.0,0.0,55007.0,55.0,7.14089356438356,0.0,0.0
397031.1287904731,1414895.8039997853,1006697.3333333334,125.43333333333334,7.833333333333333,16287.699999999999,0.0,0.0,9.138666666666667,0.0,0.0,0.0,0.0,551.76,0.0,46005.0,46.0,7.730650186301371,0.0,0.0
182870.18959010526,984675.0992808348,1007012.5,0.0,4060.875,18991.32,0.0,0.0,11.92,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
165437.13087207143,1206.5742042507818,1006242.0,0.0,423.75,400069.3,0.0,0.0,775.098,0.0,0.0,0.0,0.0,0.0,0.0,41013.0,41.0,10.027520653424645,341653.5,0.958904109589039
229837.6859896949,105110.95623610265,1004252.0,624750.5,29290.625,105688.5,0.0,0.0,9544.195000000002,0.0,0.0,0.0,0.0,0.0,0.0,22011.0,22.0,9.83690619178082,36070.0,0.273972602739726
62593.37733912742,369773.86130717694,1004258.6666666666,0.0,950.5625,1536825.8499999999,0.0,0.0,7607.021166666665,0.0,0.0,0.0,0.0,0.0,0.0,43671.666666666664,43.666666666666664,12.4369622942184,369200.6666666667,0.41095890410958913
380712.2749330044,749957.282717467,1007571.0,0.0,1571.125,42403.05,0.0,0.0,19.37,0.0,0.0,0.0,0.0,0.0,0.0,40009.0,40.0,8.05116922465753,67008.0,0.0
144052.5741230391,272369.38499817275,1005112.5,57189.75,39223.75,45124.32499999999,0.0,0.0,938.3275,0.0,0.0,0.0,0.0,0.0,0.0,46677.0,46.666666666666664,10.221511412785398,32941.333333333336,0.0
114010.52830402511,86349.75035306439,1006269.6666666666,0.0,32475.375,136181.47833333333,0.0,0.0,128.23933333333332,0.0,0.0,0.0,0.0,0.0,0.0,48025.0,48.0,8.7487491890411,64682.0,0.0
94726.39172006062,272414.87718069105,1003054.0,2035.2333333333333,49509.416666666664,20950.733333333334,0.0,0.0,38.93866666666667,0.0,0.0,0.0,0.0,0.0,0.0,34520.0,34.5,15.12059036290077,632694.0,0.0
99662.62129399122,344983.73369324306,1009042.0,0.0,141266.66666666666,66.26666666666667,0.0,0.0,0.09933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,39013.0,39.0,11.9105036575342,0.0,0.0
320339.1948555941,1021671.2314960574,1000118.0,0.0,9.0,19290.4,0.0,0.0,11.026,0.0,0.0,0.0,0.0,0.0,0.0,27007.0,27.0,8.08238952876712,0.0,0.0
213244.43300846827,332691.3512066784,1004770.9166666666,0.0,26549.854166666668,423157.67499999993,0.0,0.0,10356.145666666667,0.0,0.0,0.0,0.0,0.0,0.0,29674.555555555555,29.666666666666668,9.611200513850834,156127.44444444444,0.060882800608828
14377.219586458357,9961.313988225254,1006082.0,0.0,17026.6,503056.82,0.0,0.0,287.27200000000005,0.0,0.0,0.0,0.0,0.0,0.0,34003.0,34.0,21.11673713018773,20994605.0,0.547945205479452
215196.3099467554,45543.619253349054,1003908.7692307692,0.0,10756.986538461539,1441400.0448461536,0.0,0.0,6394.667384615385,0.0,0.0,0.0,4776.807769230769,457.4030769230769,0.0,49509.0,49.5,16.27000813325965,184100.0,0.273972602739726
75670.44973711586,73386.1268510505,1004898.6923076923,1463.1538461538462,32941.153846153844,187850.15384615384,0.0,0.0,311.7538461538461,0.0,0.0,0.0,0.0,0.0,0.0,42011.0,42.0,22.807649395776004,3331171.0,0.569830590905406
163192.7848667688,132255.16935648676,1004014.25,10823.475,173.625,70546.075,0.0,0.0,278.2575,0.0,0.0,0.0,0.0,0.0,0.0,25003.0,25.0,17.616936127700917,130502.0,0.0
529018.7545775265,742633.2022927424,1005352.625,0.0,10885.15625,45774.5125,0.0,0.0,68.20475,0.0,0.0,0.0,0.0,1687.77,0.0,35001.0,35.0,15.06466977663096,12134113.0,2.7743573957211
103442.39308903573,858087.5714003658,1003815.0,0.0,44855.1875,9650.475,0.0,0.0,5.4384999999999994,0.0,0.0,0.0,0.0,0.0,0.0,19520.0,19.5,15.089587602330365,1564150.0,0.0
119124.2359771994,34623.59044149235,1002919.0,0.0,156527.0,16767.45,0.0,0.0,10.132,0.0,0.0,0.0,0.0,0.0,0.0,37015.0,37.0,9.04929654520547,0.0,0.0
3768.1831673913703,186928.9204335572,1005134.1666666666,0.0,42993.805555555555,1037749.338888889,89.32708333333333,0.0,4368.1502222222225,1404.2844444444445,0.0,0.5555555555555556,4596.809166666667,1319.9933333333333,0.0,48029.0,48.0,19.796346491966442,35083360.0,0.0
128092.96351841807,250106.74243212532,1006392.0,199518.4,14540.7,64384.04,0.0,0.0,3193.7256,0.0,0.0,0.0,0.0,0.0,0.0,7014.0,7.0,19.3981403727085,935700.0,0.0
326659.4056925829,261569.31281042052,1007410.4,0.0,9283.0,140150.2,0.0,0.0,34.0316,0.0,0.0,0.0,0.0,0.0,0.0,22013.0,22.0,9.94048673972602,71200.0,0.0
568827.8260121703,1130806.372278361,1002608.25,0.0,601.75,220554.75,0.0,0.0,1039.7965,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
279421.257318339,908255.4011646352,1005431.6666666666,0.0,15.5,33804.166666666664,0.0,0.0,22.449333333333332,0.0,0.0,0.0,0.0,0.0,0.0,16011.0,16.0,7.30394890684932,45845.0,0.273972602739726
286230.63928512274,1285311.546157839,1003232.75,1014.6375,6390.4375,28372.8875,0.0,0.0,55.204499999999996,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
127515.02877710506,88725.78609585536,1001531.0,3869.15,29.625,20718.9,0.0,0.0,26.075,0.0,0.0,0.0,0.0,0.0,0.0,37017.0,37.0,10.2148686575342,0.0,0.0
138489.65943261774,203231.65806356716,1002921.3333333334,74884.09999999999,888.9166666666666,103432.7,0.0,0.0,1608.5046666666667,0.0,0.0,0.0,0.0,0.0,0.0,42013.0,42.0,10.2409019041096,763206.0,0.0
219157.98630535265,437614.5461022937,1005983.6666666666,0.0,27221.166666666668,66020.90000000001,0.0,0.0,41.02466666666667,0.0,0.0,0.0,0.0,0.0,0.0,24009.0,24.0,16.96387614944555,1512455.5,0.0
109783.94225180022,1244553.1771707414,1003451.5,16774.45,3620.25,91909.03333333333,0.0,0.0,520.2583333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
88966.17566637955,373217.11166543834,1001888.0,0.0,4181.125,14809.75,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,28011.0,28.0,10.5656805315068,203028.0,0.0
149950.8431519931,755751.4819714349,1002412.0,0.0,3066.0,87398.7,0.0,0.0,47.68,0.0,0.0,0.0,0.0,0.0,0.0,29017.0,29.0,9.83376371232876,0.0,0.0
409559.9237828817,1510439.2837421915,1004103.0,0.0,9.25,19693.0,0.0,0.0,11.026,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
75966.05068131526,919499.6428379985,1004601.0,0.0,2607.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17005.0,17.0,10.6084797123288,53169.0,0.0
448106.3837308013,430079.335807526,1005008.0,0.0,4535.75,81507.4,0.0,0.0,45.892,0.0,0.0,0.0,0.0,0.0,0.0,16017.0,16.0,7.4185184630137,0.0,0.0
298473.74369044293,912669.72829221,1003405.0,0.0,16.0,34070.2,0.0,0.0,19.072,0.0,0.0,0.0,0.0,0.0,0.0,16019.0,16.0,7.48855810136987,105829.0,0.273972602739726
197348.39650274222,852395.2777112981,1004462.1538461539,1468.7307692307693,29884.826923076922,363510.8076923077,0.0,0.0,1737.064923076923,0.0,0.0,0.0,0.0,0.0,0.0,24261.5,24.25,10.355257880136977,23640.875,0.0
128703.93772423794,323204.27826497884,1005211.5,0.0,344.125,502016.4,0.0,0.0,515.9870000000001,0.0,0.0,0.0,0.0,0.0,0.0,48035.0,48.0,9.19378724931507,72992.0,0.0
306086.6927576226,281731.93529943883,1008567.0,0.0,4308.0,43679.36666666667,0.0,0.0,10.728,0.0,0.0,0.0,0.0,0.0,0.0,22015.0,22.0,10.9660674356164,3841984.0,0.0
218172.53950163096,238698.773120934,1000633.0,10846.0,692.5,593902.7,0.0,0.0,1192.0,0.0,0.0,0.0,0.0,0.0,0.0,51023.0,51.0,9.8418185479452,0.0,0.0
38835.355697036706,1215247.3938564707,1005011.0,0.0,21099.244907142856,204978.58571428573,0.0,0.0,904.6428571428571,0.0,0.0,0.0,0.0,0.0,0.0,8013.0,8.0,13.580901974555177,2404056.0,0.0
233841.23062995906,389693.5917848713,1005978.0,2189.65,51164.5375,19468.877,0.0,0.0,107.578,0.0,0.0,0.0,0.0,0.0,0.0,48037.0,48.0,21.6199264214612,371452.0,0.0
713140.738565101,1399243.0953255785,1009851.0,0.0,1625.0,62353.5,0.0,0.0,10.43,0.0,0.0,0.0,0.0,0.0,0.0,38011.0,38.0,6.11704180273972,0.0,0.0
108460.80346299977,881632.597577782,1005958.6666666666,0.0,20262.833333333332,66881.3,0.0,0.0,27.714,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
175914.48350306402,460406.12726060697,1005831.875,0.0,35788.0,646390.8875000001,0.0,0.0,725.8535,0.0,0.0,0.0,0.0,0.0,0.0,26017.0,26.0,14.310469758904098,98882.0,0.0
176264.86806853264,649701.075962507,1002580.0,0.0,20423.75,88504.3,0.0,0.0,50.064,0.0,0.0,0.0,0.0,0.0,0.0,21021.0,21.0,10.1704220520548,28680.0,0.0
208402.49688749123,199530.51054579517,1004234.7142857143,11608.42857142857,7260.25,28563.800000000007,0.0,0.0,170.62628571428573,0.0,0.0,0.0,0.0,0.0,0.0,27011.0,27.0,8.72679743150684,28440.0,0.273972602739726
163351.38337452407,477064.4259611633,1003356.0,0.0,128300.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26011.0,26.0,10.82795194657535,49955.5,0.0
165594.07244910687,749794.6345993449,1003833.0,0.0,15.75,33892.1,0.0,0.0,18.774,0.0,0.0,0.0,0.0,0.0,0.0,26023.0,26.0,10.2183282054795,87872.0,0.0
213022.17608281775,303589.7846589484,1006755.0,0.0,1508.75,23038.7,0.0,0.0,12.814,0.0,0.0,0.0,0.0,0.0,0.0,54007.0,54.0,9.66495317808219,0.0,0.0
87383.65498304044,18510.65687888577,1003620.0909090909,0.0,68432.18181818182,1121728.1727272726,0.0,0.0,1611.7465454545456,0.0,0.0,0.0,0.0,206.85818181818183,0.0,48039.0,48.0,11.342203293150702,12770040.0,0.0
129176.63322691007,160549.2622151088,1001581.6666666666,0.0,61409.0,37151.13333333333,0.0,0.0,20.661333333333335,0.0,0.0,0.0,0.0,0.0,0.0,48041.0,48.0,9.575984775342468,395074.0,0.0
183037.57717763787,776496.7199544878,1009427.0,0.0,12104.0,16358.1,0.0,0.0,9.238,0.0,0.0,0.0,0.0,0.0,0.0,21027.0,21.0,10.8326676273973,0.0,0.0
61526.16193295761,2563.418648241482,1005285.3333333334,7495.566666666667,43122.291666666664,38086.75,0.0,0.0,48.52433333333334,0.0,0.0,0.0,0.0,0.0,0.0,12009.0,12.0,13.586070810916352,0.0,0.0
47416.672704881435,54223.996621760074,1004979.3333333334,0.0,30161.083333333332,404101.73244444444,0.0,0.0,1821.7733333333333,0.0,0.0,0.0,0.0,0.0,0.0,40175.333333333336,40.0,15.229858068146635,1713158.0,0.18264840182648404
619728.6631886172,826903.6191034068,1002773.0,0.0,289.5,249467.5,0.0,0.0,502.726,0.0,0.0,0.0,0.0,0.0,0.0,30007.0,30.0,5.51879473424658,0.0,0.0
0.0,1726.1249030218398,1005598.1666666666,0.0,32.041666666666664,54715.916666666664,0.0,0.0,64.56666666666666,0.0,0.0,0.0,0.0,0.0,0.0,36005.0,36.0,23.7252118505595,19543072.0,1.0958904109588998
